coronavirus	12	817	0.015	https://www.cbsnews.com/news/coronavirus-trump-pence-outbreak-epidemic-press-conference/
garamendi	4	117	0.034	https://www.msnbc.com/hallie-jackson/watch/rep-garamendi-cdc-made-very-gross-mistake-with-coronavirus-evacuees-79614021568
cdc	19	1151	0.016	https://covidexitstrategy.org
coronavirus	10	193	0.052	https://www.wsj.com/articles/georgia-officials-watch-coronavirus-infection-data-after-reopening-11588438800
state	17	1411	0.012	https://www.themarshallproject.org/2020/05/01/a-state-by-state-look-at-coronavirus-in-prisons
covid	5	251	0.020	https://www.questdiagnostics.com/home/Covid-19/HCP/back-to-patient-care/
covid	10	376	0.027	http://clinical.questdiagnostics.com/COVID-19Plasma
testing	15	482	0.031	https://www.acla.com/acla-update-on-pcr-testing-capacity-for-covid-19/
centene	27	2627	0.010	https://www.biospace.com/article/releases/centene-nmqf-partner-to-study-impact-of-covid-19-on-racial-minorities-and-underserved-communities/
hologic	27	1950	0.014	https://investors.hologic.com/press-releases/press-release-details/2020/Hologics-Molecular-Test-for-the-Novel-Coronavirus-SARS-CoV-2-Receives-FDA-Emergency-Use-Authorization/default.aspx
covid	11	580	0.019	https://www.hologic.com/coronavirus-test
labcorp	24	1010	0.024	https://ir.labcorp.com/news-releases/news-release-details/labcorp-sets-dedicated-hours-serve-non-covid-19-testing-needs
irs	5	111	0.045	https://www.irs.gov/coronavirus-tax-relief-and-economic-impact-payments
food	8	200	0.040	https://faq.coronavirus.gov
coronavirus	15	678	0.022	https://www.acf.hhs.gov/coronavirus
usda	11	346	0.032	https://www.usda.gov/coronavirus
coronavirus	7	173	0.040	https://www.ed.gov/coronavirus
hhs	26	435	0.060	https://www.hrsa.gov/coronavirus
covid	11	378	0.029	https://www.samhsa.gov/coronavirus
guidance	5	118	0.042	https://www.deadiversion.usdoj.gov/coronavirus.html
covid	163	14450	0.011	https://acl.gov/COVID-19
medicare	26	1053	0.025	https://www.medicare.gov/medicare-coronavirus
dol	8	461	0.017	https://www.dol.gov/coronavirus
fraud	17	622	0.027	https://www.justice.gov/coronavirus
office	49	2614	0.019	https://www.ssa.gov/coronavirus/
protecting	2	37	0.053	https://www.ftc.gov/coronavirus
ftc	12	270	0.044	https://www.consumer.ftc.gov/features/coronavirus-scams-what-ftc-doing
pathogen	241	6716	0.036	https://www.epa.gov/pesticide-registration/list-n-disinfectants-use-against-sars-cov-2
face	1	52	0.019	https://oig.hhs.gov/coronavirus/fraud-alert-covid19.asp
covid	59	2188	0.027	https://www.medicaid.gov/resources-for-states/disaster-response-toolkit/coronavirus-disease-2019-covid-19/index.html
cms	51	2704	0.019	https://www.cms.gov/newsroom/press-releases/trump-administration-issues-second-round-sweeping-changes-support-us-healthcare-system-during-covid
